cycog_iid	cycog_cns_product
CyCOG_60029962	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60029963	rhamnosyl/mannosyltransferase
CyCOG_60029964	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60029965	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60029966	Aminotransferase class I and II
CyCOG_60029967	hypothetical protein
CyCOG_60029968	hypothetical protein
CyCOG_60029969	hypothetical protein
CyCOG_60029970	HlyD family secretion protein
CyCOG_60029971	hypothetical protein
CyCOG_60029972	hypothetical protein
CyCOG_60029973	hypothetical protein
CyCOG_60029974	hypothetical protein
CyCOG_60029975	hypothetical protein
CyCOG_60029976	hypothetical protein
CyCOG_60029977	hypothetical protein
CyCOG_60029978	hypothetical protein
CyCOG_60029979	hypothetical protein
CyCOG_60029980	hypothetical protein
CyCOG_60029981	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family
CyCOG_60029982	hypothetical protein
CyCOG_60029983	DNA polymerase elongation subunit (family B)
CyCOG_60029984	Glutaredoxin
CyCOG_60029985	hypothetical protein
CyCOG_60029986	hypothetical protein
CyCOG_60029987	hypothetical protein
CyCOG_60029988	hypothetical protein
CyCOG_60029989	hypothetical protein
CyCOG_60029990	hypothetical protein
CyCOG_60029991	hypothetical protein
CyCOG_60029992	2OG-Fe(II) oxygenase superfamily protein
CyCOG_60029993	2OG-Fe(II) oxygenase family like protein
CyCOG_60029994	hypothetical protein
CyCOG_60029995	hypothetical protein
CyCOG_60029996	hypothetical protein
CyCOG_60029997	hypothetical protein
CyCOG_60029998	hypothetical protein
CyCOG_60029999	hypothetical protein
CyCOG_60030000	hypothetical protein
CyCOG_60030001	hypothetical protein
CyCOG_60030002	hypothetical protein
CyCOG_60030003	hypothetical protein
CyCOG_60030004	hypothetical protein
CyCOG_60030005	hypothetical protein
CyCOG_60030006	hypothetical protein
CyCOG_60030007	hypothetical protein
CyCOG_60030008	hypothetical protein
CyCOG_60030009	hypothetical protein
CyCOG_60030010	hypothetical protein
CyCOG_60030011	hypothetical protein
CyCOG_60030012	hypothetical protein
CyCOG_60030013	hypothetical protein
CyCOG_60030014	hypothetical protein
CyCOG_60030015	hypothetical protein
CyCOG_60030016	small terminase subunit
CyCOG_60030017	small terminase subunit
CyCOG_60030018	hypothetical protein
CyCOG_60030019	Pentapeptide repeat-containing protein
CyCOG_60030020	Pentapeptide repeat-containing protein
CyCOG_60030021	hypothetical protein
CyCOG_60030022	hypothetical protein
CyCOG_60030023	N-acylglucosamine-6-phosphate 2-epimerase
CyCOG_60030024	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family
CyCOG_60030025	hypothetical protein
CyCOG_60030026	hypothetical protein
CyCOG_60030027	hypothetical protein
CyCOG_60030028	hypothetical protein
CyCOG_60030029	hypothetical protein
CyCOG_60030030	hypothetical protein
CyCOG_60030031	hypothetical protein
CyCOG_60030032	hypothetical protein
CyCOG_60030033	hypothetical protein
CyCOG_60030034	hypothetical protein
CyCOG_60030035	hypothetical protein
CyCOG_60030036	hypothetical protein
CyCOG_60030037	hypothetical protein
CyCOG_60030038	hypothetical protein
CyCOG_60030039	hypothetical protein
CyCOG_60030040	hypothetical protein
CyCOG_60030041	Sulfotransferase domain
CyCOG_60030042	hypothetical protein
CyCOG_60030043	hypothetical protein
CyCOG_60030044	hypothetical protein
CyCOG_60030045	hypothetical protein
CyCOG_60030046	hypothetical protein
CyCOG_60030047	hypothetical protein
CyCOG_60030048	hypothetical protein
CyCOG_60030049	hypothetical protein
CyCOG_60030050	hypothetical protein
CyCOG_60030051	hypothetical protein
CyCOG_60030052	Methyltransferase domain-containing protein
CyCOG_60030053	oligosaccharide repeat unit polymerase
CyCOG_60030054	hypothetical protein
CyCOG_60030055	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains
CyCOG_60030056	hypothetical protein
CyCOG_60030057	hypothetical protein
CyCOG_60030058	CBS domain-containing protein
CyCOG_60030059	CBS domain-containing protein
CyCOG_60030060	MurNAc alpha-1-phosphate uridylyltransferase
CyCOG_60030061	Crp-like helix-turn-helix domain-containing protein
CyCOG_60030062	hypothetical protein
CyCOG_60030063	cell division protease FtsH
CyCOG_60030064	cell division protease FtsH
CyCOG_60030065	FtsH Extracellular
CyCOG_60030066	cell division protease FtsH
CyCOG_60030067	Pyridoxal-phosphate dependent enzyme
CyCOG_60030068	hypothetical protein
CyCOG_60030069	hypothetical protein
CyCOG_60030070	hypothetical protein
CyCOG_60030071	hypothetical protein
CyCOG_60030072	2OG-Fe(II) oxygenase superfamily protein
CyCOG_60030073	hypothetical protein
CyCOG_60030074	hypothetical protein
CyCOG_60030075	hypothetical protein
CyCOG_60030076	hypothetical protein
CyCOG_60030077	hypothetical protein
CyCOG_60030078	hypothetical protein
CyCOG_60030079	hypothetical protein
CyCOG_60030080	hypothetical protein
CyCOG_60030081	hypothetical protein
CyCOG_60030082	hypothetical protein
CyCOG_60030083	hypothetical protein
CyCOG_60030084	hypothetical protein
CyCOG_60030085	hypothetical protein
CyCOG_60030086	Methyltransferase domain-containing protein
CyCOG_60030087	hypothetical protein
CyCOG_60030088	hypothetical protein
CyCOG_60030089	hypothetical protein
CyCOG_60030090	Curlin associated repeat-containing protein
CyCOG_60030091	hypothetical protein
CyCOG_60030092	hypothetical protein
CyCOG_60030093	hypothetical protein
CyCOG_60030094	hypothetical protein
CyCOG_60030095	hypothetical protein
CyCOG_60030096	hypothetical protein
CyCOG_60030097	hypothetical protein
CyCOG_60030098	hypothetical protein
CyCOG_60030099	hypothetical protein
CyCOG_60030100	hypothetical protein
CyCOG_60030101	hypothetical protein
CyCOG_60030102	hypothetical protein
CyCOG_60030103	hypothetical protein
CyCOG_60030104	hypothetical protein
CyCOG_60030105	hypothetical protein
CyCOG_60030106	hypothetical protein
CyCOG_60030107	hypothetical protein
CyCOG_60030108	hypothetical protein
CyCOG_60030109	hypothetical protein
CyCOG_60030110	hypothetical protein
CyCOG_60030111	hypothetical protein
CyCOG_60030112	hypothetical protein
CyCOG_60030113	hypothetical protein
CyCOG_60030114	hypothetical protein
CyCOG_60030115	Glycosyltransferase family 6
CyCOG_60030116	hypothetical protein
CyCOG_60030117	hypothetical protein
CyCOG_60030118	hypothetical protein
CyCOG_60030119	hypothetical protein
CyCOG_60030120	hypothetical protein
CyCOG_60030121	hypothetical protein
CyCOG_60030122	hypothetical protein
CyCOG_60030123	hypothetical protein
CyCOG_60030124	hypothetical protein
CyCOG_60030125	hypothetical protein
CyCOG_60030126	hypothetical protein
CyCOG_60030127	hypothetical protein
CyCOG_60030128	hypothetical protein
CyCOG_60030129	hypothetical protein
CyCOG_60030130	hypothetical protein
CyCOG_60030131	23S rRNA m(5)U-1939 methyltransferase
CyCOG_60030132	hypothetical protein
CyCOG_60030133	Antitoxin Phd_YefM, type II toxin-antitoxin system
CyCOG_60030134	hypothetical protein
CyCOG_60030135	hypothetical protein
CyCOG_60030136	hypothetical protein
CyCOG_60030137	hypothetical protein
CyCOG_60030138	hypothetical protein
CyCOG_60030139	hypothetical protein
CyCOG_60030140	hypothetical protein
CyCOG_60030141	hypothetical protein
CyCOG_60030142	hypothetical protein
CyCOG_60030143	hypothetical protein
CyCOG_60030144	hypothetical protein
CyCOG_60030145	hypothetical protein
CyCOG_60030146	hypothetical protein
CyCOG_60030147	hypothetical protein
CyCOG_60030148	hypothetical protein
CyCOG_60030149	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family
CyCOG_60030150	hypothetical protein
CyCOG_60030151	hypothetical protein
CyCOG_60030152	hypothetical protein
CyCOG_60030153	hypothetical protein
CyCOG_60030154	Protein of unknown function (DUF563)
CyCOG_60030155	hypothetical protein
CyCOG_60030156	Lectin C-type domain-containing protein
CyCOG_60030157	hypothetical protein
CyCOG_60030158	hypothetical protein
CyCOG_60030159	hypothetical protein
CyCOG_60030160	VCBS repeat-containing protein
CyCOG_60030161	hypothetical protein
CyCOG_60030162	hypothetical protein
CyCOG_60030163	hypothetical protein
CyCOG_60030164	Oxidoreductase NAD-binding domain-containing protein
CyCOG_60030165	ferredoxin--NADP+ reductase
CyCOG_60030166	hypothetical protein
CyCOG_60030167	hypothetical protein
CyCOG_60030168	Lysophospholipase, alpha-beta hydrolase superfamily
CyCOG_60030169	Protein of unknown function
CyCOG_60030170	hypothetical protein
CyCOG_60030171	hypothetical protein
CyCOG_60030172	hypothetical protein
CyCOG_60030173	hypothetical protein
CyCOG_60030174	hypothetical protein
CyCOG_60030175	hypothetical protein
CyCOG_60030176	hypothetical protein
CyCOG_60030177	hypothetical protein
CyCOG_60030178	hypothetical protein
CyCOG_60030179	hypothetical protein
CyCOG_60030180	hypothetical protein
CyCOG_60030181	hypothetical protein
CyCOG_60030182	hypothetical protein
CyCOG_60030183	hypothetical protein
CyCOG_60030184	adenylylsulfate kinase/bifunctional enzyme CysN/CysC/3'-phosphoadenosine 5'-phosphosulfate synthase
CyCOG_60030185	hypothetical protein
CyCOG_60030186	hypothetical protein
CyCOG_60030187	hypothetical protein
CyCOG_60030188	hypothetical protein
CyCOG_60030189	adenylylsulfate kinase/bifunctional enzyme CysN/CysC
CyCOG_60030190	hypothetical protein
CyCOG_60030191	hypothetical protein
CyCOG_60030192	hypothetical protein
CyCOG_60030193	hypothetical protein
CyCOG_60030194	hypothetical protein
CyCOG_60030195	asparagine synthase (glutamine-hydrolysing)
CyCOG_60030196	Asparagine synthetase B (glutamine-hydrolyzing)
CyCOG_60030197	asparagine synthase (glutamine-hydrolysing)
CyCOG_60030198	asparagine synthase (glutamine-hydrolysing)
CyCOG_60030199	Asparagine synthase
CyCOG_60030200	asparagine synthase (glutamine-hydrolysing)
CyCOG_60030201	asparagine synthase (glutamine-hydrolyzing)
CyCOG_60030202	asparagine synthase (glutamine-hydrolysing)
CyCOG_60030203	asparagine synthase (glutamine-hydrolysing)
CyCOG_60030204	Asparagine synthetase B (glutamine-hydrolyzing)
CyCOG_60030205	hypothetical protein
CyCOG_60030206	hypothetical protein
CyCOG_60030207	hypothetical protein
CyCOG_60030208	hypothetical protein
CyCOG_60030209	hypothetical protein
CyCOG_60030210	hypothetical protein
CyCOG_60030211	hypothetical protein
CyCOG_60030212	hypothetical protein
CyCOG_60030213	hypothetical protein
CyCOG_60030214	hypothetical protein
CyCOG_60030215	hypothetical protein
CyCOG_60030216	hypothetical protein
CyCOG_60030217	hypothetical protein
CyCOG_60030218	hypothetical protein
CyCOG_60030219	protein of unknown function (DUF1818)
CyCOG_60030220	hypothetical protein
CyCOG_60030221	hypothetical protein
CyCOG_60030222	hypothetical protein
CyCOG_60030223	Dihydrofolate reductase
CyCOG_60030224	hypothetical protein
CyCOG_60030225	hypothetical protein
CyCOG_60030226	hypothetical protein
CyCOG_60030227	hypothetical protein
CyCOG_60030228	hypothetical protein
CyCOG_60030229	hypothetical protein
CyCOG_60030230	hypothetical protein
CyCOG_60030231	hypothetical protein
CyCOG_60030232	hypothetical protein
CyCOG_60030233	hypothetical protein
CyCOG_60030234	hypothetical protein
CyCOG_60030235	hypothetical protein
CyCOG_60030236	hypothetical protein
CyCOG_60030237	hypothetical protein
CyCOG_60030238	hypothetical protein
CyCOG_60030239	hypothetical protein
CyCOG_60030240	hypothetical protein
CyCOG_60030241	hypothetical protein
CyCOG_60030242	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60030243	Protein of unknown function (DUF3828)
CyCOG_60030244	hypothetical protein
CyCOG_60030245	hypothetical protein
CyCOG_60030246	Major Facilitator Superfamily
CyCOG_60030247	hypothetical protein
CyCOG_60030248	hypothetical protein
CyCOG_60030249	hypothetical protein
CyCOG_60030250	hypothetical protein
CyCOG_60030251	hypothetical protein
CyCOG_60030252	hypothetical protein
CyCOG_60030253	hypothetical protein
CyCOG_60030254	hypothetical protein
CyCOG_60030255	hypothetical protein
CyCOG_60030256	hypothetical protein
CyCOG_60030257	hypothetical protein
CyCOG_60030258	hypothetical protein
CyCOG_60030259	hypothetical protein
CyCOG_60030260	hypothetical protein
CyCOG_60030261	hypothetical protein
CyCOG_60030262	hypothetical protein
CyCOG_60030263	hypothetical protein
CyCOG_60030264	hypothetical protein
CyCOG_60030265	hypothetical protein
CyCOG_60030266	hypothetical protein
CyCOG_60030267	virion structural protein
CyCOG_60030268	virion structural protein
CyCOG_60030269	hypothetical protein
CyCOG_60030270	Site-specific recombinase XerD
CyCOG_60030271	hypothetical protein
CyCOG_60030272	radical SAM additional 4Fe4S-binding SPASM domain-containing protein
CyCOG_60030273	radical SAM additional 4Fe4S-binding SPASM domain-containing protein
CyCOG_60030274	hypothetical protein
CyCOG_60030275	hypothetical protein
CyCOG_60030276	hypothetical protein
CyCOG_60030277	3-deoxy-D-manno-octulosonic-acid transferase
CyCOG_60030278	Plasmid stabilization system protein
CyCOG_60030279	Methyltransferase domain-containing protein
CyCOG_60030280	hypothetical protein
CyCOG_60030281	hypothetical protein
CyCOG_60030282	hypothetical protein
CyCOG_60030283	Protein of unknown function (DUF1651)
CyCOG_60030284	Protein of unknown function (DUF563)
CyCOG_60030285	hypothetical protein
CyCOG_60030286	hypothetical protein
CyCOG_60030287	hypothetical protein
CyCOG_60030288	hypothetical protein
CyCOG_60030289	hypothetical protein
CyCOG_60030290	hypothetical protein
CyCOG_60030291	hypothetical protein
CyCOG_60030292	hypothetical protein
CyCOG_60030293	hypothetical protein
CyCOG_60030294	hypothetical protein
CyCOG_60030295	hypothetical protein
CyCOG_60030296	hypothetical protein
CyCOG_60030297	hypothetical protein
CyCOG_60030298	hypothetical protein
CyCOG_60030299	hypothetical protein
CyCOG_60030300	hypothetical protein
CyCOG_60030301	hypothetical protein
CyCOG_60030302	Fatty acid hydroxylase superfamily protein
CyCOG_60030303	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily
CyCOG_60030304	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily
CyCOG_60030305	hypothetical protein
CyCOG_60030306	elongation factor G
CyCOG_60030307	hypothetical protein
CyCOG_60030308	Homocysteine S-methyltransferase
CyCOG_60030309	Fatty acid hydroxylase superfamily protein
CyCOG_60030310	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60030311	asparagine synthase (glutamine-hydrolysing)
CyCOG_60030312	asparagine synthase (glutamine-hydrolysing)
CyCOG_60030313	asparagine synthase (glutamine-hydrolysing)
CyCOG_60030314	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
CyCOG_60030315	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)
CyCOG_60030316	tRNA (guanine37-N1)-methyltransferase/2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
CyCOG_60030317	hypothetical protein
CyCOG_60030318	hypothetical protein
CyCOG_60030319	hypothetical protein
CyCOG_60030320	hypothetical protein
CyCOG_60030321	hypothetical protein
CyCOG_60030322	hypothetical protein
CyCOG_60030323	Methyltransferase domain-containing protein
CyCOG_60030324	hypothetical protein
CyCOG_60030325	hypothetical protein
CyCOG_60030326	hypothetical protein
CyCOG_60030327	hypothetical protein
CyCOG_60030328	hypothetical protein
CyCOG_60030329	hypothetical protein
CyCOG_60030330	hypothetical protein
CyCOG_60030331	hypothetical protein
CyCOG_60030332	hypothetical protein
CyCOG_60030333	hypothetical protein
CyCOG_60030334	hypothetical protein
CyCOG_60030335	hypothetical protein
CyCOG_60030336	hypothetical protein
CyCOG_60030337	Uncharacterized ACR, COG1430
CyCOG_60030338	hypothetical protein
CyCOG_60030339	hypothetical protein
CyCOG_60030340	hypothetical protein
CyCOG_60030341	hypothetical protein
CyCOG_60030342	hypothetical protein
CyCOG_60030343	GUN4-like
CyCOG_60030344	GUN4-like
CyCOG_60030345	GUN4-like.
CyCOG_60030346	hypothetical protein
CyCOG_60030347	hypothetical protein
CyCOG_60030348	hypothetical protein
CyCOG_60030349	hypothetical protein
CyCOG_60030350	hypothetical protein
CyCOG_60030351	hypothetical protein
CyCOG_60030352	hypothetical protein
CyCOG_60030353	hypothetical protein
CyCOG_60030354	dTDP-4-dehydrorhamnose 3,5-epimerase
CyCOG_60030355	dTDP-4-dehydrorhamnose 3,5-epimerase
CyCOG_60030356	hypothetical protein
CyCOG_60030357	dTDP-4-dehydrorhamnose 3,5-epimerase
CyCOG_60030358	hypothetical protein
CyCOG_60030359	hypothetical protein
CyCOG_60030360	conserved hypothetical protein
CyCOG_60030361	hypothetical protein
CyCOG_60030362	hypothetical protein
CyCOG_60030363	hypothetical protein
CyCOG_60030364	hypothetical protein
CyCOG_60030365	hypothetical protein
CyCOG_60030366	hypothetical protein
CyCOG_60030367	hypothetical protein
CyCOG_60030368	hypothetical protein
CyCOG_60030369	hypothetical protein
CyCOG_60030370	hypothetical protein
CyCOG_60030371	Virulence-associated protein E
CyCOG_60030372	Hemolysin-type calcium-binding repeat-containing protein
CyCOG_60030373	Hemolysin-type calcium-binding repeat-containing protein
CyCOG_60030374	VCBS repeat
CyCOG_60030375	Hemolysin-type calcium-binding repeat-containing protein
CyCOG_60030376	FG-GAP repeat-containing protein
CyCOG_60030377	hypothetical protein
CyCOG_60030378	hypothetical protein
CyCOG_60030379	hypothetical protein
CyCOG_60030380	hypothetical protein
CyCOG_60030381	hypothetical protein
CyCOG_60030382	hypothetical protein
CyCOG_60030383	hypothetical protein
CyCOG_60030384	hypothetical protein
